order_id,order_item_id,product_id,price
syn_order_000016,1,syn_prod_00155,54.11
syn_order_000016,2,syn_prod_00181,503.55
syn_order_000016,3,syn_prod_00127,85.46
syn_order_000016,4,syn_prod_00221,49.80
syn_order_000017,1,syn_prod_00182,586.89
syn_order_000017,2,syn_prod_00043,30.91
syn_order_000017,3,syn_prod_00068,121.18
syn_order_000018,1,syn_prod_00135,18.10
syn_order_000018,2,syn_prod_00159,64.10
syn_order_000018,3,syn_prod_00104,68.98
syn_order_000019,1,syn_prod_00123,137.64
syn_order_000019,2,syn_prod_00260,168.80
syn_order_000019,3,syn_prod_00080,237.01
syn_order_000020,1,syn_prod_00081,190.82
syn_order_000020,2,syn_prod_00103,372.41
syn_order_000020,3,syn_prod_00171,41.21
syn_order_000021,1,syn_prod_00136,20.33
syn_order_000021,2,syn_prod_00244,308.60
syn_order_000021,3,syn_prod_00147,67.30
syn_order_000021,4,syn_prod_00171,10.65
syn_order_000021,5,syn_prod_00038,33.07
syn_order_000022,1,syn_prod_00007,82.62
syn_order_000022,2,syn_prod_00258,72.33
syn_order_000022,3,syn_prod_00239,415.70
syn_order_000022,4,syn_prod_00190,429.66
syn_order_000023,1,syn_prod_00150,183.83
syn_order_000023,2,syn_prod_00212,35.41
syn_order_000024,1,syn_prod_00027,36.78
syn_order_000024,2,syn_prod_00008,25.85
syn_order_000024,3,syn_prod_00070,226.32
syn_order_000024,4,syn_prod_00174,45.28
syn_order_000024,5,syn_prod_00258,226.75
syn_order_000025,1,syn_prod_00165,47.48
syn_order_000025,2,syn_prod_00214,45.81
syn_order_000025,3,syn_prod_00194,474.06
syn_order_000025,4,syn_prod_00268,662.92
syn_order_000026,1,syn_prod_00233,167.63
syn_order_000026,2,syn_prod_00196,350.06
syn_order_000027,1,syn_prod_00216,70.54
syn_order_000027,2,syn_prod_00039,119.60
syn_order_000028,1,syn_prod_00016,34.33
syn_order_000028,2,syn_prod_00029,77.75
syn_order_000029,1,syn_prod_00074,144.93
syn_order_000029,2,syn_prod_00008,71.18
syn_order_000029,3,syn_prod_00259,209.40
syn_order_000030,1,syn_prod_00010,69.12
syn_order_000030,2,syn_prod_00032,98.36
syn_order_000030,3,syn_prod_00057,54.53
syn_order_000031,1,syn_prod_00092,117.22
syn_order_000031,2,syn_prod_00106,259.78
syn_order_000031,3,syn_prod_00066,78.10
syn_order_000032,1,syn_prod_00142,161.55
syn_order_000032,2,syn_prod_00193,221.04
syn_order_000033,1,syn_prod_00002,93.02
syn_order_000033,2,syn_prod_00038,70.28
syn_order_000034,1,syn_prod_00196,353.09
syn_order_000034,2,syn_prod_00026,174.65
syn_order_000034,3,syn_prod_00009,90.46
syn_order_000035,1,syn_prod_00063,164.83
syn_order_000035,2,syn_prod_00259,48.13
syn_order_000035,3,syn_prod_00155,58.29
syn_order_000036,1,syn_prod_00138,34.12
syn_order_000036,2,syn_prod_00160,48.06
syn_order_000036,3,syn_prod_00195,269.34
syn_order_000037,1,syn_prod_00067,175.74
syn_order_000037,2,syn_prod_00253,196.80
syn_order_000037,3,syn_prod_00155,22.87
syn_order_000038,1,syn_prod_00169,4.45
syn_order_000038,2,syn_prod_00220,17.55
syn_order_000039,1,syn_prod_00151,156.66
syn_order_000039,2,syn_prod_00204,82.62
syn_order_000040,1,syn_prod_00143,32.14
syn_order_000040,2,syn_prod_00203,138.48
syn_order_000040,3,syn_prod_00162,54.44
syn_order_000041,1,syn_prod_00073,247.10
syn_order_000041,2,syn_prod_00257,167.30
syn_order_000042,1,syn_prod_00020,37.28
syn_order_000042,2,syn_prod_00023,60.48
syn_order_000043,1,syn_prod_00069,164.66
syn_order_000043,2,syn_prod_00251,150.27
syn_order_000043,3,syn_prod_00163,30.08
syn_order_000044,1,syn_prod_00183,256.65
syn_order_000044,2,syn_prod_00044,113.64
syn_order_000045,1,syn_prod_00185,81.65
syn_order_000045,2,syn_prod_00043,51.17
syn_order_000045,3,syn_prod_00254,63.40
syn_order_000046,1,syn_prod_00222,71.00
syn_order_000046,2,syn_prod_00015,76.52
syn_order_000046,3,syn_prod_00228,72.21
syn_order_000046,4,syn_prod_00119,215.53
syn_order_000046,5,syn_prod_00196,626.12
syn_order_000046,6,syn_prod_00268,188.36
syn_order_000047,1,syn_prod_00043,40.84
syn_order_000047,2,syn_prod_00024,96.52
syn_order_000047,3,syn_prod_00130,62.89
syn_order_000048,1,syn_prod_00148,61.43
syn_order_000048,2,syn_prod_00209,39.99
syn_order_000049,1,syn_prod_00226,73.93
syn_order_000049,2,syn_prod_00195,290.72
syn_order_000050,1,syn_prod_00019,94.92
syn_order_000050,2,syn_prod_00184,570.50
syn_order_000051,1,syn_prod_00184,610.38
syn_order_000051,2,syn_prod_00047,127.79
syn_order_000051,3,syn_prod_00132,54.02
syn_order_000052,1,syn_prod_00183,643.16
syn_order_000052,2,syn_prod_00045,71.96
syn_order_000053,1,syn_prod_00226,186.35
syn_order_000053,2,syn_prod_00196,141.82
syn_order_000054,1,syn_prod_00023,97.77
syn_order_000054,2,syn_prod_00229,85.65
syn_order_000055,1,syn_prod_00224,81.22
syn_order_000055,2,syn_prod_00232,186.01
syn_order_000055,3,syn_prod_00093,344.03
syn_order_000056,1,syn_prod_00147,186.32
syn_order_000056,2,syn_prod_00211,124.99
syn_order_000057,1,syn_prod_00081,166.64
syn_order_000057,2,syn_prod_00093,194.95
syn_order_000058,1,syn_prod_00083,108.74
syn_order_000058,2,syn_prod_00094,340.37
syn_order_000058,3,syn_prod_00099,345.07
syn_order_000059,1,syn_prod_00091,48.52
syn_order_000059,2,syn_prod_00100,474.56
syn_order_000059,3,syn_prod_00163,35.03
syn_order_000060,1,syn_prod_00253,83.81
syn_order_000060,2,syn_prod_00171,33.15
syn_order_000061,1,syn_prod_00151,87.29
syn_order_000061,2,syn_prod_00201,104.02
syn_order_000062,1,syn_prod_00010,77.73
syn_order_000062,2,syn_prod_00156,45.64
syn_order_000062,3,syn_prod_00127,68.03
syn_order_000063,1,syn_prod_00091,59.78
syn_order_000063,2,syn_prod_00100,75.35
syn_order_000064,1,syn_prod_00083,120.30
syn_order_000064,2,syn_prod_00101,463.17
syn_order_000064,3,syn_prod_00072,154.44
syn_order_000065,1,syn_prod_00071,215.95
syn_order_000065,2,syn_prod_00220,87.11
syn_order_000065,3,syn_prod_00119,180.83
syn_order_000065,4,syn_prod_00204,148.74
syn_order_000066,1,syn_prod_00259,218.51
syn_order_000066,2,syn_prod_00205,106.85
syn_order_000066,3,syn_prod_00091,397.61
syn_order_000066,4,syn_prod_00004,69.96
syn_order_000066,5,syn_prod_00136,14.45
syn_order_000067,1,syn_prod_00151,160.06
syn_order_000067,2,syn_prod_00212,63.93
syn_order_000067,3,syn_prod_00159,9.28
syn_order_000068,1,syn_prod_00052,92.11
syn_order_000068,2,syn_prod_00140,80.26
syn_order_000069,1,syn_prod_00151,36.83
syn_order_000069,2,syn_prod_00208,111.58
syn_order_000069,3,syn_prod_00157,10.03
syn_order_000070,1,syn_prod_00139,48.00
syn_order_000070,2,syn_prod_00163,30.24
syn_order_000071,1,syn_prod_00063,184.12
syn_order_000071,2,syn_prod_00259,191.68
syn_order_000072,1,syn_prod_00084,70.73
syn_order_000072,2,syn_prod_00269,257.80
syn_order_000073,1,syn_prod_00129,39.17
syn_order_000073,2,syn_prod_00155,41.49
syn_order_000073,3,syn_prod_00024,127.46
syn_order_000074,1,syn_prod_00019,42.93
syn_order_000074,2,syn_prod_00026,66.13
syn_order_000075,1,syn_prod_00172,27.41
syn_order_000075,2,syn_prod_00222,20.51
syn_order_000076,1,syn_prod_00077,102.87
syn_order_000076,2,syn_prod_00259,271.19
syn_order_000076,3,syn_prod_00153,69.91
syn_order_000077,1,syn_prod_00063,237.34
syn_order_000077,2,syn_prod_00254,184.03
syn_order_000078,1,syn_prod_00152,75.28
syn_order_000078,2,syn_prod_00210,98.64
syn_order_000079,1,syn_prod_00175,48.89
syn_order_000079,2,syn_prod_00216,45.55
syn_order_000079,3,syn_prod_00180,304.15
syn_order_000080,1,syn_prod_00181,280.84
syn_order_000080,2,syn_prod_00065,189.53
syn_order_000081,1,syn_prod_00063,132.17
syn_order_000081,2,syn_prod_00260,216.01
syn_order_000081,3,syn_prod_00155,42.49
syn_order_000082,1,syn_prod_00087,177.60
syn_order_000082,2,syn_prod_00103,492.92
syn_order_000082,3,syn_prod_00171,48.40
syn_order_000083,1,syn_prod_00084,362.73
syn_order_000083,2,syn_prod_00146,163.71
syn_order_000083,3,syn_prod_00052,28.21
syn_order_000084,1,syn_prod_00138,72.13
syn_order_000084,2,syn_prod_00153,45.76
syn_order_000085,1,syn_prod_00072,36.37
syn_order_000085,2,syn_prod_00191,431.12
syn_order_000086,1,syn_prod_00082,324.79
syn_order_000086,2,syn_prod_00096,233.05
syn_order_000087,1,syn_prod_00090,268.58
syn_order_000087,2,syn_prod_00093,131.57
syn_order_000088,1,syn_prod_00040,93.52
syn_order_000088,2,syn_prod_00109,95.26
syn_order_000089,1,syn_prod_00085,299.33
syn_order_000089,2,syn_prod_00102,283.85
syn_order_000089,3,syn_prod_00175,17.28
syn_order_000090,1,syn_prod_00133,29.24
syn_order_000090,2,syn_prod_00159,18.89
syn_order_000090,3,syn_prod_00048,72.53
syn_order_000091,1,syn_prod_00014,40.29
syn_order_000091,2,syn_prod_00231,25.92
syn_order_000091,3,syn_prod_00242,195.47
syn_order_000091,4,syn_prod_00150,98.22
syn_order_000092,1,syn_prod_00111,191.48
syn_order_000092,2,syn_prod_00033,159.93
syn_order_000093,1,syn_prod_00209,95.51
syn_order_000093,2,syn_prod_00012,45.03
syn_order_000094,1,syn_prod_00023,52.46
syn_order_000094,2,syn_prod_00076,139.39
syn_order_000094,3,syn_prod_00059,102.39
syn_order_000095,1,syn_prod_00107,165.21
syn_order_000095,2,syn_prod_00124,118.44
syn_order_000096,1,syn_prod_00142,72.77
syn_order_000096,2,syn_prod_00208,23.72
syn_order_000097,1,syn_prod_00150,120.99
syn_order_000097,2,syn_prod_00207,88.33
syn_order_000097,3,syn_prod_00233,201.40
syn_order_000098,1,syn_prod_00246,417.21
syn_order_000098,2,syn_prod_00143,182.81
syn_order_000099,1,syn_prod_00115,81.84
syn_order_000099,2,syn_prod_00120,171.52
syn_order_000100,1,syn_prod_00158,37.95
syn_order_000100,2,syn_prod_00086,69.72
syn_order_000100,3,syn_prod_00238,477.31
syn_order_000101,1,syn_prod_00150,168.46
syn_order_000101,2,syn_prod_00206,30.39
syn_order_000102,1,syn_prod_00091,306.93
syn_order_000102,2,syn_prod_00099,119.32
syn_order_000102,3,syn_prod_00176,36.03
syn_order_000103,1,syn_prod_00171,20.60
syn_order_000103,2,syn_prod_00216,38.66
syn_order_000103,3,syn_prod_00184,173.28
syn_order_000103,4,syn_prod_00131,21.66
syn_order_000104,1,syn_prod_00080,64.49
syn_order_000104,2,syn_prod_00255,72.79
syn_order_000104,3,syn_prod_00155,59.54
syn_order_000105,1,syn_prod_00108,330.51
syn_order_000105,2,syn_prod_00102,191.07
syn_order_000106,1,syn_prod_00136,77.41
syn_order_000106,2,syn_prod_00079,256.50
syn_order_000107,1,syn_prod_00089,242.80
syn_order_000107,2,syn_prod_00095,435.77
syn_order_000107,3,syn_prod_00174,9.06
syn_order_000108,1,syn_prod_00029,94.64
syn_order_000108,2,syn_prod_00221,23.49
syn_order_000108,3,syn_prod_00074,55.64
syn_order_000109,1,syn_prod_00231,208.97
syn_order_000109,2,syn_prod_00254,90.01
syn_order_000109,3,syn_prod_00110,318.42
syn_order_000109,4,syn_prod_00104,358.98
syn_order_000110,1,syn_prod_00065,205.74
syn_order_000110,2,syn_prod_00220,46.99
syn_order_000111,1,syn_prod_00080,153.75
syn_order_000111,2,syn_prod_00250,225.16
syn_order_000111,3,syn_prod_00048,49.63
syn_order_000112,1,syn_prod_00166,10.54
syn_order_000112,2,syn_prod_00222,53.81
syn_order_000113,1,syn_prod_00145,92.97
syn_order_000113,2,syn_prod_00210,71.63
syn_order_000113,3,syn_prod_00162,33.83
syn_order_000114,1,syn_prod_00113,200.90
syn_order_000114,2,syn_prod_00123,204.67
syn_order_000114,3,syn_prod_00129,74.30
syn_order_000115,1,syn_prod_00019,74.61
syn_order_000115,2,syn_prod_00031,45.68
syn_order_000115,3,syn_prod_00242,468.59
syn_order_000115,4,syn_prod_00199,188.56
syn_order_000116,1,syn_prod_00181,178.94
syn_order_000116,2,syn_prod_00156,42.63
syn_order_000116,3,syn_prod_00207,168.35
syn_order_000116,4,syn_prod_00269,473.45
syn_order_000116,5,syn_prod_00237,619.90
syn_order_000117,1,syn_prod_00109,66.84
syn_order_000117,2,syn_prod_00122,117.39
syn_order_000117,3,syn_prod_00195,540.85
syn_order_000117,4,syn_prod_00267,364.62
syn_order_000118,1,syn_prod_00181,532.68
syn_order_000118,2,syn_prod_00054,24.08
syn_order_000119,1,syn_prod_00146,37.44
syn_order_000119,2,syn_prod_00206,118.46
syn_order_000119,3,syn_prod_00157,35.65
syn_order_000120,1,syn_prod_00181,437.29
syn_order_000120,2,syn_prod_00042,23.63
syn_order_000120,3,syn_prod_00271,419.03
syn_order_000120,4,syn_prod_00197,576.68
syn_order_000121,1,syn_prod_00080,187.57
syn_order_000121,2,syn_prod_00256,43.53
syn_order_000121,3,syn_prod_00154,22.63
syn_order_000122,1,syn_prod_00012,46.65
syn_order_000122,2,syn_prod_00023,113.96
syn_order_000123,1,syn_prod_00181,207.27
syn_order_000123,2,syn_prod_00024,29.02
syn_order_000123,3,syn_prod_00046,72.39
syn_order_000124,1,syn_prod_00228,209.32
syn_order_000124,2,syn_prod_00193,510.27
syn_order_000124,3,syn_prod_00208,48.43
syn_order_000125,1,syn_prod_00075,259.38
syn_order_000125,2,syn_prod_00259,272.05
syn_order_000126,1,syn_prod_00179,479.97
syn_order_000126,2,syn_prod_00140,74.49
syn_order_000126,3,syn_prod_00077,85.45
syn_order_000127,1,syn_prod_00058,29.92
syn_order_000127,2,syn_prod_00118,43.15
syn_order_000127,3,syn_prod_00087,419.85
syn_order_000127,4,syn_prod_00152,101.37
syn_order_000128,1,syn_prod_00172,28.29
syn_order_000128,2,syn_prod_00215,80.48
syn_order_000128,3,syn_prod_00269,608.23
syn_order_000128,4,syn_prod_00239,630.48
syn_order_000129,1,syn_prod_00229,52.96
syn_order_000129,2,syn_prod_00194,659.54
syn_order_000129,3,syn_prod_00240,322.60
syn_order_000130,1,syn_prod_00217,59.93
syn_order_000130,2,syn_prod_00063,148.08
syn_order_000130,3,syn_prod_00155,44.69
syn_order_000130,4,syn_prod_00131,76.56
syn_order_000131,1,syn_prod_00061,53.28
syn_order_000131,2,syn_prod_00259,223.90
syn_order_000131,3,syn_prod_00157,48.37
syn_order_000132,1,syn_prod_00010,67.43
syn_order_000132,2,syn_prod_00030,99.86
syn_order_000133,1,syn_prod_00067,111.54
syn_order_000133,2,syn_prod_00005,42.07
syn_order_000133,3,syn_prod_00116,127.63
syn_order_000134,1,syn_prod_00094,206.79
syn_order_000134,2,syn_prod_00196,155.96
syn_order_000135,1,syn_prod_00090,201.80
syn_order_000135,2,syn_prod_00095,434.20
syn_order_000135,3,syn_prod_00079,197.25
syn_order_000136,1,syn_prod_00088,374.65
syn_order_000136,2,syn_prod_00100,70.66
syn_order_000137,1,syn_prod_00253,166.49
syn_order_000137,2,syn_prod_00044,64.56
syn_order_000137,3,syn_prod_00085,317.82
syn_order_000137,4,syn_prod_00267,386.41
syn_order_000137,5,syn_prod_00195,111.72
syn_order_000138,1,syn_prod_00082,189.88
syn_order_000138,2,syn_prod_00100,411.63
syn_order_000138,3,syn_prod_00169,46.27
syn_order_000139,1,syn_prod_00147,83.44
syn_order_000139,2,syn_prod_00206,102.79
syn_order_000139,3,syn_prod_00158,39.86
syn_order_000140,1,syn_prod_00076,151.85
syn_order_000140,2,syn_prod_00251,183.53
syn_order_000140,3,syn_prod_00161,16.67
syn_order_000140,4,syn_prod_00194,180.75
syn_order_000140,5,syn_prod_00270,688.85
syn_order_000141,1,syn_prod_00112,249.13
syn_order_000141,2,syn_prod_00121,124.98
syn_order_000142,1,syn_prod_00114,124.00
syn_order_000142,2,syn_prod_00128,204.42
syn_order_000143,1,syn_prod_00187,521.91
syn_order_000143,2,syn_prod_00039,114.53
syn_order_000143,3,syn_prod_00042,82.11
syn_order_000144,1,syn_prod_00168,3.80
syn_order_000144,2,syn_prod_00224,27.90
syn_order_000144,3,syn_prod_00197,560.48
syn_order_000144,4,syn_prod_00244,707.16
syn_order_000145,1,syn_prod_00036,106.45
syn_order_000145,2,syn_prod_00051,125.02
syn_order_000146,1,syn_prod_00236,149.98
syn_order_000146,2,syn_prod_00200,243.90
syn_order_000146,3,syn_prod_00088,117.10
syn_order_000147,1,syn_prod_00229,154.52
syn_order_000147,2,syn_prod_00200,517.09
syn_order_000147,3,syn_prod_00254,152.55
syn_order_000148,1,syn_prod_00090,298.73
syn_order_000148,2,syn_prod_00099,472.05
syn_order_000148,3,syn_prod_00171,45.92
syn_order_000149,1,syn_prod_00075,182.59
syn_order_000149,2,syn_prod_00188,342.66
syn_order_000150,1,syn_prod_00226,137.75
syn_order_000150,2,syn_prod_00198,228.35
syn_order_000150,3,syn_prod_00141,133.87
syn_order_000151,1,syn_prod_00152,100.31
syn_order_000151,2,syn_prod_00211,135.16
syn_order_000151,3,syn_prod_00153,67.80
syn_order_000151,4,syn_prod_00263,419.60
syn_order_000151,5,syn_prod_00196,376.02
syn_order_000152,1,syn_prod_00142,130.89
syn_order_000152,2,syn_prod_00204,99.34
syn_order_000152,3,syn_prod_00164,50.42
syn_order_000153,1,syn_prod_00083,396.23
syn_order_000153,2,syn_prod_00097,463.30
syn_order_000153,3,syn_prod_00261,331.70
syn_order_000153,4,syn_prod_00198,146.53
syn_order_000154,1,syn_prod_00263,779.36
syn_order_000154,2,syn_prod_00136,38.74
syn_order_000155,1,syn_prod_00177,494.60
syn_order_000155,2,syn_prod_00050,80.29
syn_order_000156,1,syn_prod_00221,37.58
syn_order_000156,2,syn_prod_00231,147.82
syn_order_000157,1,syn_prod_00081,142.79
syn_order_000157,2,syn_prod_00096,265.50
syn_order_000158,1,syn_prod_00116,101.73
syn_order_000158,2,syn_prod_00127,53.64
syn_order_000158,3,syn_prod_00181,154.23
syn_order_000158,4,syn_prod_00199,391.56
syn_order_000158,5,syn_prod_00272,713.57
syn_order_000159,1,syn_prod_00256,72.53
syn_order_000159,2,syn_prod_00104,514.87
syn_order_000159,3,syn_prod_00052,62.82
syn_order_000160,1,syn_prod_00187,547.11
syn_order_000160,2,syn_prod_00028,130.45
syn_order_000160,3,syn_prod_00060,115.41
syn_order_000161,1,syn_prod_00186,126.20
syn_order_000161,2,syn_prod_00058,118.83
syn_order_000162,1,syn_prod_00226,149.90
syn_order_000162,2,syn_prod_00200,441.55
syn_order_000162,3,syn_prod_00082,382.08
syn_order_000163,1,syn_prod_00015,61.42
syn_order_000163,2,syn_prod_00038,96.67
syn_order_000164,1,syn_prod_00093,254.90
syn_order_000164,2,syn_prod_00224,16.97
syn_order_000164,3,syn_prod_00189,659.44
syn_order_000165,1,syn_prod_00187,637.22
syn_order_000165,2,syn_prod_00054,58.06
syn_order_000165,3,syn_prod_00099,266.33
syn_order_000166,1,syn_prod_00025,126.30
syn_order_000166,2,syn_prod_00254,64.07
syn_order_000167,1,syn_prod_00021,176.67
syn_order_000167,2,syn_prod_00268,635.53
syn_order_000168,1,syn_prod_00180,331.77
syn_order_000168,2,syn_prod_00025,67.73
syn_order_000168,3,syn_prod_00044,18.70
syn_order_000169,1,syn_prod_00063,57.70
syn_order_000169,2,syn_prod_00249,144.38
syn_order_000169,3,syn_prod_00163,40.51
syn_order_000170,1,syn_prod_00129,25.73
syn_order_000170,2,syn_prod_00156,58.58
syn_order_000171,1,syn_prod_00113,96.97
syn_order_000171,2,syn_prod_00121,85.03
syn_order_000171,3,syn_prod_00233,200.32
syn_order_000172,1,syn_prod_00163,31.63
syn_order_000172,2,syn_prod_00116,157.89
syn_order_000172,3,syn_prod_00119,89.98
syn_order_000172,4,syn_prod_00251,219.83
syn_order_000173,1,syn_prod_00152,44.54
syn_order_000173,2,syn_prod_00208,157.04
syn_order_000173,3,syn_prod_00161,33.59
syn_order_000174,1,syn_prod_00180,254.86
syn_order_000174,2,syn_prod_00023,167.95
syn_order_000174,3,syn_prod_00052,25.63
syn_order_000175,1,syn_prod_00063,77.34
syn_order_000175,2,syn_prod_00174,41.22
syn_order_000176,1,syn_prod_00081,124.43
syn_order_000176,2,syn_prod_00096,502.56
syn_order_000176,3,syn_prod_00166,42.34
syn_order_000177,1,syn_prod_00181,284.59
syn_order_000177,2,syn_prod_00101,358.41
syn_order_000177,3,syn_prod_00050,45.08
syn_order_000178,1,syn_prod_00188,337.00
syn_order_000178,2,syn_prod_00031,166.72
syn_order_000178,3,syn_prod_00052,50.99
syn_order_000179,1,syn_prod_00133,18.72
syn_order_000179,2,syn_prod_00156,38.96
syn_order_000179,3,syn_prod_00199,289.29
syn_order_000179,4,syn_prod_00268,872.87
syn_order_000180,1,syn_prod_00188,529.04
syn_order_000180,2,syn_prod_00026,46.69
syn_order_000180,3,syn_prod_00058,71.16
syn_order_000181,1,syn_prod_00163,6.98
syn_order_000181,2,syn_prod_00008,23.23
syn_order_000181,3,syn_prod_00215,12.71
syn_order_000182,1,syn_prod_00091,227.95
syn_order_000182,2,syn_prod_00093,304.82
syn_order_000182,3,syn_prod_00171,5.59
syn_order_000182,4,syn_prod_00193,412.16
syn_order_000182,5,syn_prod_00265,103.89
syn_order_000183,1,syn_prod_00203,54.63
syn_order_000183,2,syn_prod_00246,454.31
syn_order_000183,3,syn_prod_00032,66.44
syn_order_000184,1,syn_prod_00108,336.95
syn_order_000184,2,syn_prod_00120,89.99
syn_order_000185,1,syn_prod_00267,537.69
syn_order_000185,2,syn_prod_00165,36.84
syn_order_000185,3,syn_prod_00190,389.91
syn_order_000186,1,syn_prod_00106,307.17
syn_order_000186,2,syn_prod_00117,75.95
syn_order_000187,1,syn_prod_00145,172.88
syn_order_000187,2,syn_prod_00079,183.07
syn_order_000187,3,syn_prod_00239,748.00
syn_order_000188,1,syn_prod_00140,92.45
syn_order_000188,2,syn_prod_00157,14.61
syn_order_000189,1,syn_prod_00236,158.14
syn_order_000189,2,syn_prod_00197,542.18
syn_order_000189,3,syn_prod_00194,113.29
syn_order_000190,1,syn_prod_00073,253.01
syn_order_000190,2,syn_prod_00254,42.26
syn_order_000190,3,syn_prod_00205,137.10
syn_order_000191,1,syn_prod_00135,30.20
syn_order_000191,2,syn_prod_00159,13.31
syn_order_000192,1,syn_prod_00031,80.91
syn_order_000192,2,syn_prod_00178,63.07
syn_order_000192,3,syn_prod_00157,35.57
syn_order_000193,1,syn_prod_00074,58.24
syn_order_000193,2,syn_prod_00250,121.71
syn_order_000193,3,syn_prod_00106,214.24
syn_order_000194,1,syn_prod_00008,62.04
syn_order_000194,2,syn_prod_00107,241.82
syn_order_000194,3,syn_prod_00203,39.10
syn_order_000194,4,syn_prod_00181,218.36
syn_order_000195,1,syn_prod_00088,338.50
syn_order_000195,2,syn_prod_00098,175.78
syn_order_000196,1,syn_prod_00178,139.94
syn_order_000196,2,syn_prod_00041,124.11
syn_order_000197,1,syn_prod_00170,26.53
syn_order_000197,2,syn_prod_00223,87.99
syn_order_000198,1,syn_prod_00112,126.03
syn_order_000198,2,syn_prod_00123,223.75
syn_order_000199,1,syn_prod_00182,281.87
syn_order_000199,2,syn_prod_00053,56.98
syn_order_000200,1,syn_prod_00261,861.93
syn_order_000200,2,syn_prod_00055,123.44
syn_order_000201,1,syn_prod_00143,127.67
syn_order_000201,2,syn_prod_00204,56.41
syn_order_000201,3,syn_prod_00263,669.34
syn_order_000201,4,syn_prod_00195,125.86
syn_order_000202,1,syn_prod_00101,76.91
syn_order_000202,2,syn_prod_00122,170.33
syn_order_000202,3,syn_prod_00245,503.49
syn_order_000203,1,syn_prod_00080,44.97
syn_order_000203,2,syn_prod_00175,38.87
syn_order_000204,1,syn_prod_00112,144.73
syn_order_000204,2,syn_prod_00015,77.47
syn_order_000204,3,syn_prod_00079,190.35
syn_order_000204,4,syn_prod_00131,28.68
syn_order_000204,5,syn_prod_00147,176.49
syn_order_000205,1,syn_prod_00089,226.10
syn_order_000205,2,syn_prod_00100,104.91
syn_order_000205,3,syn_prod_00092,306.29
syn_order_000206,1,syn_prod_00151,156.01
syn_order_000206,2,syn_prod_00212,55.07
syn_order_000206,3,syn_prod_00179,385.63
syn_order_000206,4,syn_prod_00266,543.48
syn_order_000206,5,syn_prod_00244,239.25
syn_order_000207,1,syn_prod_00092,275.29
syn_order_000207,2,syn_prod_00096,266.80
syn_order_000207,3,syn_prod_00171,24.44
syn_order_000208,1,syn_prod_00078,77.07
syn_order_000208,2,syn_prod_00254,83.28
syn_order_000209,1,syn_prod_00186,289.30
syn_order_000209,2,syn_prod_00053,82.51
syn_order_000210,1,syn_prod_00188,532.36
syn_order_000210,2,syn_prod_00060,82.87
syn_order_000211,1,syn_prod_00085,88.86
syn_order_000211,2,syn_prod_00098,378.98
syn_order_000211,3,syn_prod_00173,24.42
syn_order_000212,1,syn_prod_00187,377.05
syn_order_000212,2,syn_prod_00026,111.01
syn_order_000212,3,syn_prod_00056,48.22
syn_order_000213,1,syn_prod_00177,345.92
syn_order_000213,2,syn_prod_00047,108.75
syn_order_000214,1,syn_prod_00124,63.45
syn_order_000214,2,syn_prod_00174,6.54
syn_order_000214,3,syn_prod_00109,38.20
syn_order_000215,1,syn_prod_00148,113.45
